8	ba
跭	xiang
郷	xiang
鮝	xiang
亯	xiang
瓖	xiang
詳	xiang
蚃	xiang
緗	xiang
銄	xiang
襐	xiang
嚮	xiang
絴	xiang
栙	xiang
饷	xiang
覅	fiao
籥	yue
泧	yue
籰	yue
恱	yue
篗	yue
蚏	yue
蚎	yue
哕	yue
曱	yue
悅	yue
籆	yue
鸙	yue
越	yue
禴	yue
约	yue
礿	yue
閱	yue
瀹	yue
跃	yue
粤	yue
岳	yue
月	yue
悦	yue
阅	yue
閲	yue
蘥	yue
鸑	yue
鑰	yue
鈅	yue
矱	yue
钥	yue
鉞	yue
戉	yue
捳	yue
曰	yue
樾	yue
抈	yue
妜	yue
箹	yue
刖	yue
啘	yue
噦	yue
钺	yue
粵	yue
玥	yue
嶽	yue
約	yue
躍	yue
軏	yue
爚	yue
岄	yue
跀	yue
龠	yue
嬳	yue
黦	yue
薡	ding
丁	ding
酊	ding
饤	ding
盯	ding
叮	ding
嵿	ding
濎	ding
艼	ding
锭	ding
订	ding
定	ding
鼎	ding
顶	ding
矴	ding
靪	ding
鼑	ding
钉	ding
忊	ding
萣	ding
頂	ding
仃	ding
虰	ding
鐤	ding
帄	ding
顁	ding
啶	ding
飣	ding
腚	ding
疔	ding
玎	ding
磸	ding
碇	ding
奵	ding
椗	ding
碠	ding
釘	ding
訂	ding
耵	ding
錠	ding
譟	zao
唕	zao
凿	zao
造	zao
皂	zao
噪	zao
躁	zao
蚤	zao
灶	zao
燥	zao
唣	zao
艁	zao
煰	zao
醩	zao
澡	zao
早	zao
棗	zao
梍	zao
喿	zao
璅	zao
趮	zao
遭	zao
蹧	zao
皁	zao
藻	zao
糟	zao
璪	zao
枣	zao
簉	zao
慥	zao
傮	zao
薻	zao
鑿	zao
竃	zao
竈	zao
攘	rang
嚷	rang
蘘	rang
獽	rang
穰	rang
让	rang
鬤	rang
讓	rang
禳	rang
瀼	rang
瓤	rang
壤	rang
勷	rang
爙	rang
譲	rang
壌	rang
懹	rang
儴	rang
躟	rang
穣	rang
椺	xi
焈	xi
羲	xi
爔	xi
郤	xi
鑴	xi
黖	xi
鼷	xi
礂	xi
玺	xi
觹	xi
隰	xi
觽	xi
觿	xi
鄎	xi
狶	xi
釳	xi
磎	xi
嚱	xi
磶	xi
徙	xi
焟	xi
嶍	xi
壐	xi
焬	xi
椞	xi
覤	xi
諰	xi
莃	xi
鸂	xi
粞	xi
繫	xi
餏	xi
闟	xi
璽	xi
睎	xi
氥	xi
戲	xi
戱	xi
戯	xi
鳛	xi
謵	xi
扸	xi
扱	xi
渓	xi
樨	xi
浠	xi
凞	xi
餼	xi
淅	xi
蹊	xi
塈	xi
屭	xi
襲	xi
傒	xi
騱	xi
焁	xi
榽	xi
謑	xi
蟢	xi
騽	xi
綌	xi
覡	xi
吸	xi
虩	xi
飁	xi
躾	xi
貕	xi
驨	xi
肹	xi
枲	xi
墍	xi
囍	xi
薂	xi
嬉	xi
葈	xi
肸	xi
燨	xi
皙	xi
鎴	xi
歖	xi
舾	xi
漝	xi
俙	xi
洗	xi
欯	xi
漇	xi
躧	xi
饻	xi
豯	xi
桸	xi
噏	xi
緆	xi
矖	xi
鵗	xi
熺	xi
饩	xi
瘜	xi
熻	xi
舄	xi
屣	xi
梻	xi
唽	xi
析	xi
西	xi
硒	xi
熙	xi
昔	xi
晞	xi
嵠	xi
蓆	xi
矽	xi
錫	xi
锡	xi
牺	xi
釸	xi
蓰	xi
邜	xi
晰	xi
嘻	xi
聢	xi
瞦	xi
熂	xi
暿	xi
縘	xi
熈	xi
鈢	xi
潝	xi
豨	xi
潟	xi
奚	xi
鏭	xi
晳	xi
係	xi
蜥	xi
鐊	xi
煕	xi
澙	xi
嬆	xi
縰	xi
繥	xi
蕮	xi
琋	xi
曦	xi
犀	xi
汐	xi
徯	xi
溪	xi
檄	xi
徆	xi
袭	xi
郗	xi
禊	xi
譆	xi
穸	xi
菥	xi
熹	xi
蒵	xi
烯	xi
歙	xi
忥	xi
衋	xi
欷	xi
悉	xi
息	xi
希	xi
膝	xi
夕	xi
惜	xi
蠵	xi
熄	xi
鰼	xi
鱚	xi
忚	xi
翕	xi
禧	xi
阋	xi
橲	xi
鉨	xi
鉩	xi
犧	xi
趇	xi
习	xi
細	xi
媳	xi
呬	xi
戏	xi
隙	xi
系	xi
细	xi
趘	xi
喜	xi
蒠	xi
席	xi
唏	xi
翖	xi
橀	xi
醯	xi
鬩	xi
習	xi
赥	xi
赩	xi
盻	xi
酅	xi
饎	xi
犠	xi
蹝	xi
郋	xi
娭	xi
犔	xi
厀	xi
蟋	xi
腊	xi
巇	xi
螇	xi
螅	xi
喺	xi
憘	xi
卥	xi
惁	xi
僖	xi
卌	xi
谿	xi
慀	xi
绤	xi
憙	xi
隵	xi
窸	xi
屓	xi
匸	xi
稧	xi
槢	xi
隟	xi
豀	xi
葸	xi
裼	xi
恄	xi
怬	xi
兮	xi
糦	xi
怸	xi
屃	xi
恓	xi
屖	xi
舃	xi
悕	xi
霼	xi
稀	xi
霫	xi
觋	xi
俑	yong
用	yong
恿	yong
永	yong
愑	yong
癰	yong
蒏	yong
惥	yong
鰫	yong
埇	yong
涌	yong
泳	yong
痈	yong
臃	yong
佣	yong
拥	yong
庸	yong
滽	yong
咏	yong
蛹	yong
踊	yong
雍	yong
墉	yong
甬	yong
栐	yong
彮	yong
灉	yong
嫞	yong
柡	yong
砽	yong
颙	yong
詠	yong
硧	yong
廱	yong
噰	yong
饔	yong
鲬	yong
鱅	yong
悀	yong
苚	yong
鳙	yong
澭	yong
鏞	yong
塎	yong
勈	yong
怺	yong
慵	yong
勇	yong
邕	yong
镛	yong
鄘	yong
郺	yong
踴	yong
鯒	yong
癕	yong
顒	yong
醟	yong
擁	yong
嗈	yong
喁	yong
湧	yong
傭	yong
壅	yong
鷛	yong
雝	yong
慂	yong
愹	yong
牅	yong
嵱	yong
在	zai
栽	zai
哉	zai
灾	zai
载	zai
宰	zai
再	zai
烖	zai
縡	zai
賳	zai
扗	zai
酨	zai
傤	zai
甾	zai
洅	zai
載	zai
畠	zai
崽	zai
儎	zai
災	zai
溨	zai
睵	zai
渽	zai
鸛	guan
鳏	guan
舘	guan
遦	guan
倌	guan
鰥	guan
泴	guan
癏	guan
丱	guan
瓘	guan
鳤	guan
琯	guan
鱞	guan
潅	guan
掼	guan
爟	guan
璭	guan
卝	guan
躀	guan
毌	guan
罆	guan
鱹	guan
蒄	guan
矔	guan
雚	guan
盥	guan
摜	guan
管	guan
馆	guan
瘝	guan
观	guan
欟	guan
关	guan
官	guan
冠	guan
関	guan
錧	guan
痯	guan
灌	guan
贯	guan
涫	guan
惯	guan
悺	guan
觀	guan
罐	guan
輨	guan
貫	guan
鑵	guan
鏆	guan
慣	guan
闗	guan
鹳	guan
覌	guan
關	guan
莞	guan
樌	guan
筦	guan
観	guan
礶	guan
棺	guan
悹	guan
窤	guan
館	guan
祼	guan
颛	zhuan
籑	zhuan
磚	zhuan
磗	zhuan
膞	zhuan
僎	zhuan
塼	zhuan
竱	zhuan
篹	zhuan
襈	zhuan
蟤	zhuan
专	zhuan
篆	zhuan
瑑	zhuan
諯	zhuan
赚	zhuan
饌	zhuan
囀	zhuan
甎	zhuan
賺	zhuan
腞	zhuan
縳	zhuan
專	zhuan
孨	zhuan
譔	zhuan
蒃	zhuan
啭	zhuan
専	zhuan
鄟	zhuan
轉	zhuan
撰	zhuan
转	zhuan
砖	zhuan
顓	zhuan
灷	zhuan
瑼	zhuan
堟	zhuan
叀	zhuan
嫥	zhuan
鱄	zhuan
馔	zhuan
転	zhuan
箉	guai
掴	guai
柺	guai
叏	guai
乖	guai
罫	guai
拐	guai
怪	guai
夬	guai
恠	guai
枴	guai
摑	guai
动	dong
栋	dong
董	dong
懂	dong
恫	dong
迵	dong
涷	dong
冬	dong
腖	dong
冻	dong
洞	dong
东	dong
戙	dong
侗	dong
硐	dong
氭	dong
棟	dong
鮗	dong
箽	dong
垌	dong
埬	dong
娻	dong
岽	dong
鶫	dong
駧	dong
働	dong
菄	dong
咚	dong
蝀	dong
湩	dong
諌	dong
鶇	dong
姛	dong
凍	dong
笗	dong
動	dong
氡	dong
鯟	dong
昸	dong
東	dong
霘	dong
鼕	dong
苳	dong
挏	dong
胴	dong
胨	dong
崬	dong
嬞	dong
鸫	dong
倲	dong
崠	dong
蕫	dong
噲	kuai
膾	kuai
哙	kuai
巜	kuai
蒯	kuai
块	kuai
旝	kuai
糩	kuai
狯	kuai
鄶	kuai
鲙	kuai
郐	kuai
墤	kuai
廥	kuai
擓	kuai
欳	kuai
凷	kuai
脍	kuai
塊	kuai
侩	kuai
快	kuai
鱠	kuai
儈	kuai
筷	kuai
澮	kuai
浍	kuai
獪	kuai
嬰	ying
孆	ying
鸎	ying
巊	ying
鸚	ying
膡	ying
蠅	ying
颕	ying
媖	ying
偀	ying
蝧	ying
孾	ying
蛍	ying
頴	ying
鷹	ying
蝿	ying
鹦	ying
嫈	ying
螢	ying
巆	ying
暎	ying
莹	ying
缨	ying
萤	ying
营	ying
蝇	ying
荧	ying
應	ying
应	ying
纓	ying
婴	ying
渶	ying
鹰	ying
郢	ying
溁	ying
绬	ying
颖	ying
霙	ying
罌	ying
硬	ying
映	ying
罃	ying
影	ying
溋	ying
迎	ying
赢	ying
營	ying
盈	ying
樱	ying
英	ying
攍	ying
禜	ying
攖	ying
楹	ying
珱	ying
璎	ying
贏	ying
鶯	ying
瑩	ying
摬	ying
颍	ying
嬴	ying
瓔	ying
賏	ying
鑍	ying
鶧	ying
膺	ying
瑛	ying
櫿	ying
覮	ying
褮	ying
甇	ying
嘤	ying
藀	ying
甖	ying
浧	ying
愥	ying
礯	ying
瀯	ying
蠳	ying
瀴	ying
瀛	ying
蓥	ying
灐	ying
萾	ying
矨	ying
籝	ying
梬	ying
瀅	ying
応	ying
瀠	ying
灜	ying
桜	ying
鶑	ying
僌	ying
朠	ying
碤	ying
縈	ying
莺	ying
瘿	ying
鴬	ying
萦	ying
鎣	ying
廮	ying
韺	ying
鷪	ying
濴	ying
熒	ying
撄	ying
盁	ying
譻	ying
譍	ying
媵	ying
罂	ying
櫻	ying
癭	ying
緓	ying
鐛	ying
潁	ying
鱦	ying
噟	ying
潆	ying
茔	ying
籯	ying
濙	ying
濚	ying
穎	ying
滢	ying
蘡	ying
謍	ying
煐	ying
塋	ying
嚶	ying
営	ying
窾	kuan
欵	kuan
歀	kuan
寛	kuan
髖	kuan
臗	kuan
髋	kuan
梡	kuan
寬	kuan
窽	kuan
款	kuan
宽	kuan
姁	xu
珝	xu
顼	xu
酗	xu
冔	xu
許	xu
叙	xu
藚	xu
聟	xu
稰	xu
须	xu
諝	xu
嘘	xu
怴	xu
徐	xu
旭	xu
昫	xu
许	xu
蓄	xu
序	xu
婿	xu
栩	xu
旴	xu
绪	xu
驉	xu
賉	xu
续	xu
縃	xu
盱	xu
絮	xu
恤	xu
畜	xu
吁	xu
訏	xu
瞁	xu
糈	xu
洫	xu
媭	xu
朂	xu
稸	xu
鑐	xu
須	xu
汿	xu
暊	xu
頊	xu
魖	xu
卹	xu
殈	xu
鱮	xu
蝑	xu
欰	xu
緒	xu
敘	xu
敍	xu
芧	xu
譃	xu
続	xu
楈	xu
沀	xu
疞	xu
勖	xu
聓	xu
訹	xu
晇	xu
諿	xu
偦	xu
獝	xu
燸	xu
墟	xu
需	xu
槒	xu
壻	xu
戌	xu
谞	xu
勗	xu
嬃	xu
珬	xu
胥	xu
慉	xu
綇	xu
蓿	xu
溆	xu
垿	xu
藇	xu
虚	xu
俆	xu
烼	xu
醑	xu
禑	xu
湑	xu
虛	xu
欨	xu
潊	xu
緖	xu
續	xu
蒣	xu
欻	xu
噓	xu
诩	xu
呴	xu
鄦	xu
裇	xu
魆	xu
歔	xu
詡	xu
蕦	xu
歘	xu
煦	xu
揟	xu
喣	xu
漵	xu
盢	xu
侐	xu
伵	xu
盨	xu
砉	xu
鬚	xu
銊	xu
虗	xu
烅	xu
洂	yie
烚	xia
呷	xia
魻	xia
舝	xia
硤	xia
鎼	xia
陜	xia
珨	xia
俠	xia
筪	xia
瞎	xia
颬	xia
虾	xia
埉	xia
懗	xia
侠	xia
狭	xia
硖	xia
霞	xia
峡	xia
罅	xia
辖	xia
暇	xia
舺	xia
狹	xia
蝦	xia
鍜	xia
遐	xia
陿	xia
丅	xia
匣	xia
吓	xia
下	xia
夏	xia
傄	xia
鎋	xia
縖	xia
閜	xia
赮	xia
閕	xia
碬	xia
夓	xia
谺	xia
祫	xia
峽	xia
翈	xia
轄	xia
炠	xia
煆	xia
睱	xia
鶷	xia
疜	xia
磍	xia
鏬	xia
敮	xia
鰕	xia
狎	xia
瑕	xia
黠	xia
騢	xia
蕸	xia
諕	xia
柙	xia
梺	xib
鯱	xib
圷	xib
藛	xie
齘	xie
協	xie
蝢	xie
些	xie
炧	xie
猲	xie
祄	xie
嚡	xie
薤	xie
冩	xie
熁	xie
擕	xie
垥	xie
鞵	xie
暬	xie
擷	xie
焎	xie
撷	xie
薢	xie
缷	xie
齛	xie
卨	xie
夑	xie
恊	xie
絜	xie
絏	xie
爕	xie
楔	xie
衺	xie
伳	xie
緳	xie
纈	xie
亵	xie
獬	xie
脅	xie
挾	xie
齂	xie
拹	xie
瀣	xie
繲	xie
糏	xie
讗	xie
紲	xie
禼	xie
邂	xie
徢	xie
嶰	xie
褉	xie
絬	xie
烲	xie
瑎	xie
膎	xie
澥	xie
偰	xie
洩	xie
脇	xie
襭	xie
鞢	xie
揳	xie
靾	xie
峫	xie
奊	xie
瀉	xie
榭	xie
榍	xie
塮	xie
縀	xie
僁	xie
龤	xie
偞	xie
褻	xie
灺	xie
燲	xie
媟	xie
旪	xie
泻	xie
邪	xie
嗋	xie
写	xie
缬	xie
泄	xie
韰	xie
躞	xie
懈	xie
斜	xie
挟	xie
愶	xie
炨	xie
蠏	xie
脋	xie
寫	xie
廨	xie
渫	xie
谢	xie
绁	xie
屑	xie
携	xie
孈	xie
綊	xie
协	xie
噧	xie
蝎	xie
胁	xie
械	xie
娎	xie
齥	xie
劦	xie
謝	xie
攜	xie
歇	xie
燮	xie
緤	xie
谐	xie
蠍	xie
鞋	xie
偕	xie
蟹	xie
翓	xie
勰	xie
諧	xie
屟	xie
卸	xie
屧	xie
讔	yin
檼	yin
韾	yin
吲	yin
噾	yin
隂	yin
蒑	yin
銦	yin
蟫	yin
筃	yin
檭	yin
癮	yin
堷	yin
鄞	yin
洇	yin
櫽	yin
赺	yin
圁	yin
湚	yin
趛	yin
諲	yin
粌	yin
喑	yin
侌	yin
檃	yin
乑	yin
瘾	yin
銀	yin
珢	yin
廕	yin
泿	yin
霪	yin
蘟	yin
洕	yin
廴	yin
靷	yin
隐	yin
引	yin
愔	yin
蚓	yin
狺	yin
尹	yin
饮	yin
淫	yin
银	yin
龈	yin
寅	yin
齦	yin
磤	yin
婬	yin
嶾	yin
犾	yin
垠	yin
龂	yin
鈏	yin
印	yin
訚	yin
殥	yin
斦	yin
烎	yin
訔	yin
螾	yin
吟	yin
姻	yin
隱	yin
璌	yin
垔	yin
懚	yin
憗	yin
闉	yin
齗	yin
裀	yin
禋	yin
隠	yin
婣	yin
濦	yin
憖	yin
慭	yin
因	yin
荫	yin
殷	yin
音	yin
阴	yin
氤	yin
茵	yin
濥	yin
霒	yin
霠	yin
慇	yin
猌	yin
茚	yin
栶	yin
輑	yin
夤	yin
飮	yin
駰	yin
瘖	yin
窨	yin
絪	yin
緸	yin
秵	yin
陰	yin
骃	yin
酳	yin
誾	yin
荶	yin
鮣	yin
溵	yin
岃	yin
凐	yin
陻	yin
癊	yin
囙	yin
滛	yin
冘	yin
飲	yin
噖	yin
垽	yin
嚚	yin
鷣	yin
蔭	yin
胤	yin
堙	yin
淾	yin
铟	yin
峾	yin
阥	yin
訡	yin
崟	yin
碒	yin
朄	yin
鞇	yin
蔩	yin
崯	yin
鈝	yin
絨	rong
容	rong
駥	rong
軵	rong
氄	rong
溶	rong
蠑	rong
绒	rong
熔	rong
烿	rong
融	rong
茙	rong
嵤	rong
榮	rong
冗	rong
榵	rong
坈	rong
毧	rong
嶸	rong
爃	rong
螎	rong
搈	rong
蓉	rong
瑢	rong
鎔	rong
宂	rong
狨	rong
穃	rong
穁	rong
戎	rong
嫆	rong
榕	rong
傇	rong
褣	rong
搑	rong
嬫	rong
瀜	rong
荣	rong
茸	rong
蝾	rong
縙	rong
峵	rong
嵘	rong
镕	rong
羢	rong
栄	rong
傛	rong
肜	rong
槦	rong
媶	rong
曧	rong
惞	xin
伩	xin
軐	xin
襑	xin
訫	xin
芯	xin
嬜	xin
枔	xin
妡	xin
馸	xin
杺	xin
馫	xin
鑫	xin
信	xin
衅	xin
昕	xin
心	xin
忻	xin
阠	xin
噺	xin
盺	xin
锌	xin
噷	xin
薪	xin
俽	xin
欣	xin
辛	xin
新	xin
歆	xin
伈	xin
焮	xin
廞	xin
訢	xin
囟	xin
鋅	xin
忄	xin
孞	xin
炘	xin
釁	xin
镡	xin
馨	xin
邤	xin
鈊	xin
鐔	xin
舋	xin
脪	xin
顖	xin
緰	tou
紏	tou
斢	tou
鋀	tou
媮	tou
投	tou
偷	tou
黈	tou
亠	tou
蘣	tou
头	tou
妵	tou
婾	tou
頭	tou
偸	tou
敨	tou
透	tou
骰	tou
鍮	tou
淰	nian
秥	nian
姩	nian
攆	nian
黏	nian
涊	nian
辇	nian
惗	nian
鮎	nian
碾	nian
撵	nian
鲶	nian
年	nian
哖	nian
輦	nian
簐	nian
唸	nian
廿	nian
念	nian
捻	nian
鯰	nian
秊	nian
埝	nian
拈	nian
蹨	nian
蔫	nian
蹍	nian
鲇	nian
躎	nian
撚	nian
艌	nian
卄	nian
脲	niao
樢	niao
嬝	niao
鸟	niao
裊	niao
尿	niao
褭	niao
嬲	niao
蔦	niao
鳥	niao
袅	niao
嫋	niao
茑	niao
銝	xiu
樇	xiu
烌	xiu
髤	xiu
庥	xiu
修	xiu
繡	xiu
休	xiu
銹	xiu
髹	xiu
鏽	xiu
峀	xiu
鎀	xiu
嚊	xiu
脩	xiu
齅	xiu
羞	xiu
苬	xiu
锈	xiu
馐	xiu
潃	xiu
鱃	xiu
脙	xiu
珛	xiu
咻	xiu
俢	xiu
鏅	xiu
繍	xiu
滫	xiu
溴	xiu
琇	xiu
嗅	xiu
秀	xiu
袖	xiu
鮴	xiu
璓	xiu
绣	xiu
朽	xiu
鏥	xiu
鸺	xiu
褎	xiu
岫	xiu
臹	xiu
綉	xiu
饈	xiu
鵂	xiu
飍	xiu
褏	xiu
貅	xiu
糔	xiu
螑	xiu
坲	fo
仏	fo
佛	fo
寇	kou
扣	kou
瞉	kou
蔻	kou
叩	kou
簆	kou
口	kou
蔲	kou
冦	kou
劶	kou
鷇	kou
窛	kou
眍	kou
瞘	kou
筘	kou
抠	kou
敂	kou
彄	kou
剾	kou
滱	kou
怐	kou
芤	kou
摳	kou
釦	kou
宼	kou
娘	niang
酿	niang
釀	niang
醸	niang
孃	niang
嬢	niang
搳	hua
鷨	hua
杹	hua
枠	hua
黊	hua
摦	hua
桦	hua
嬅	hua
撶	hua
划	hua
婳	hua
花	hua
骅	hua
鏵	hua
哗	hua
猾	hua
华	hua
舙	hua
滑	hua
磆	hua
化	hua
嫿	hua
觟	hua
画	hua
澅	hua
话	hua
蘤	hua
繣	hua
樺	hua
姡	hua
崋	hua
槬	hua
螖	hua
鋘	hua
铧	hua
劃	hua
蕐	hua
諣	hua
夻	hua
驊	hua
諙	hua
呚	hua
釪	hua
釫	hua
畫	hua
華	hua
譮	hua
嘩	hua
話	hua
錵	hua
譁	hua
畵	hua
糀	hub
埖	hub
婲	hub
椛	hub
硴	hub
誮	hub
吵	chao
鼌	chao
轈	chao
窲	chao
牊	chao
觘	chao
煼	chao
麨	chao
晁	chao
窼	chao
鈔	chao
巢	chao
炒	chao
嘲	chao
鼂	chao
巣	chao
怊	chao
弨	chao
抄	chao
超	chao
鄛	chao
仯	chao
仦	chao
钞	chao
焣	chao
眧	chao
謿	chao
樔	chao
訬	chao
潮	chao
罺	chao
耖	chao
欩	chao
漅	chao
巐	chao
阍	hun
諢	hun
魂	hun
餛	hun
馄	hun
混	hun
睴	hun
浑	hun
棔	hun
婫	hun
蔒	hun
尡	hun
溷	hun
俒	hun
轋	hun
琿	hun
鼲	hun
倱	hun
诨	hun
葷	hun
昬	hun
焝	hun
惛	hun
婚	hun
珲	hun
睧	hun
閽	hun
掍	hun
涽	hun
慁	hun
殙	hun
渾	hun
觨	hun
睯	hun
昏	hun
荤	hun
圂	hun
忶	hun
癨	huo
佸	huo
瀖	huo
漷	huo
夥	huo
剨	huo
濩	huo
眓	huo
嚯	huo
沎	huo
邩	huo
藿	huo
攉	huo
獲	huo
鈥	huo
謋	huo
檴	huo
咟	huo
矐	huo
矆	huo
臛	huo
喐	huo
吙	huo
蒦	huo
俰	huo
湱	huo
艧	huo
耯	huo
鍃	huo
火	huo
伙	huo
获	huo
貨	huo
或	huo
活	huo
豁	huo
彠	huo
灬	huo
窢	huo
穫	huo
惑	huo
霍	huo
秴	huo
秳	huo
捇	huo
秮	huo
掝	huo
祸	huo
蠖	huo
雘	huo
旤	huo
货	huo
劐	huo
靃	huo
彟	huo
閄	huo
嚄	huo
钬	huo
禍	huo
鑊	huo
煷	huo
镬	huo
锪	huo
曤	huo
耠	huo
擭	huo
韄	huo
騞	huo
嚿	huo
奯	huo
會	hui
匯	hui
灳	hui
暳	hui
痐	hui
鐬	hui
暉	hui
鏸	hui
灰	hui
辉	hui
回	hui
毁	hui
悔	hui
蛔	hui
圚	hui
瀈	hui
徽	hui
恢	hui
挥	hui
毀	hui
褘	hui
洃	hui
繪	hui
泋	hui
輝	hui
燴	hui
儶	hui
烠	hui
喙	hui
繢	hui
豗	hui
毇	hui
慧	hui
缋	hui
璯	hui
禈	hui
揮	hui
薈	hui
撝	hui
璤	hui
惠	hui
嬒	hui
藱	hui
瘣	hui
噕	hui
嚖	hui
彗	hui
檅	hui
橞	hui
隳	hui
噅	hui
誨	hui
詼	hui
薉	hui
詯	hui
洄	hui
嘒	hui
槥	hui
鮰	hui
楎	hui
檓	hui
櫘	hui
睳	hui
会	hui
烩	hui
囬	hui
秽	hui
烣	hui
晦	hui
贿	hui
汇	hui
囘	hui
蔧	hui
瞺	hui
鰴	hui
絵	hui
諱	hui
讳	hui
诲	hui
绘	hui
卉	hui
麾	hui
翙	hui
逥	hui
顪	hui
恵	hui
恛	hui
荟	hui
靧	hui
潓	hui
蚘	hui
蘳	hui
诙	hui
婎	hui
賄	hui
咴	hui
颒	hui
徻	hui
茴	hui
廻	hui
廽	hui
虺	hui
煇	hui
恚	hui
幑	hui
頮	hui
翽	hui
彙	hui
翚	hui
滙	hui
濊	hui
燬	hui
彚	hui
翬	hui
迴	hui
穢	hui
憓	hui
隓	hui
懳	hui
蕙	hui
寭	hui
蜖	hui
佪	hui
晖	hui
阓	hui
譓	hui
餯	hui
譭	hui
僡	hui
闠	hui
拻	hui
譿	hui
芔	hui
媈	hui
湏	hui
篲	hui
屷	hui
蛕	hui
袆	hui
獩	hui
屶	hui
蟪	hui
腨	shuan
栓	shuan
涮	shuan
闩	shuan
閂	shuan
拴	shuan
顴	quan
圏	quan
觠	quan
跧	quan
棬	quan
犬	quan
搼	quan
硂	quan
權	quan
佺	quan
権	quan
券	quan
权	quan
絟	quan
劝	quan
蜷	quan
韏	quan
诠	quan
牶	quan
詮	quan
铨	quan
葲	quan
齤	quan
綣	quan
湶	quan
筌	quan
虇	quan
鐉	quan
瑔	quan
圈	quan
勧	quan
牷	quan
縓	quan
醛	quan
銓	quan
駩	quan
峑	quan
蠸	quan
恮	quan
椦	quan
啳	quan
悛	quan
犮	quan
埢	quan
泉	quan
全	quan
踡	quan
箞	quan
荃	quan
巏	quan
鳈	quan
姾	quan
鬈	quan
騡	quan
婘	quan
畎	quan
辁	quan
輇	quan
痊	quan
楾	quan
绻	quan
奍	quan
拳	quan
洤	quan
烇	quan
犈	quan
鰁	quan
颧	quan
勸	quan
犭	quan
帥	shuai
甩	shuai
率	shuai
卛	shuai
衰	shuai
摔	shuai
帅	shuai
蟀	shuai
珫	chong
褈	chong
铳	chong
茺	chong
翀	chong
虫	chong
爞	chong
浺	chong
摏	chong
隀	chong
沖	chong
蟲	chong
蝩	chong
衝	chong
忡	chong
蹖	chong
緟	chong
憧	chong
崈	chong
漴	chong
罿	chong
銃	chong
冲	chong
舂	chong
揰	chong
艟	chong
崇	chong
憃	chong
嘃	chong
埫	chong
宠	chong
寵	chong
充	chong
厑	b
奔	ben
苯	ben
犇	ben
畚	ben
翉	ben
楍	ben
捹	ben
奙	ben
逩	ben
撪	ben
栟	ben
泍	ben
锛	ben
桳	ben
渀	ben
錛	ben
坌	ben
笨	ben
本	ben
倴	ben
漰	ben
坋	ben
剦	ybn
樮	ybn
軅	ybn
当	dang
荡	dang
當	dang
氹	dang
攩	dang
欓	dang
铛	dang
瓽	dang
档	dang
挡	dang
谠	dang
宕	dang
璫	dang
蘯	dang
澢	dang
圵	dang
蕩	dang
蟷	dang
党	dang
瞊	dang
垱	dang
噹	dang
砀	dang
簜	dang
璗	dang
儅	dang
艡	dang
裆	dang
鐺	dang
潒	dang
珰	dang
雼	dang
讜	dang
礑	dang
譡	dang
灙	dang
婸	dang
碭	dang
壋	dang
闣	dang
擋	dang
筜	dang
凼	dang
盪	dang
菪	dang
簹	dang
嵣	dang
愓	dang
襠	dang
黨	dang
逿	dang
趤	dang
檔	dang
禀	bing
冰	bing
寎	bing
靐	bing
並	bing
併	bing
鈵	bing
餠	bing
兵	bing
鉼	bing
鞞	bing
眪	bing
鞆	bing
偋	bing
掤	bing
仌	bing
稟	bing
并	bing
病	bing
炳	bing
怲	bing
窉	bing
邴	bing
丙	bing
秉	bing
饼	bing
鮩	bing
誁	bing
柄	bing
冫	bing
餅	bing
陃	bing
昺	bing
摒	bing
垪	bing
氷	bing
幷	bing
傡	bing
昞	bing
竝	bing
庰	bing
苪	bing
棅	bing
倂	bing
抦	bing
蛃	bing
栤	bing
鰓	sai
賽	sai
僿	sai
赛	sai
毸	sai
塞	sai
鳃	sai
腮	sai
毢	sai
揌	sai
噻	sai
簺	sai
愢	sai
嘥	sai
躮	sai
顋	sai
昂	ang
盎	ang
肮	ang
岇	ang
昻	ang
骯	ang
醠	ang
枊	ang
瓱	maowa
傘	san
糁	san
繖	san
犙	san
閐	san
糤	san
饊	san
鬖	san
馓	san
弎	san
伞	san
俕	san
叁	san
潵	san
厁	san
三	san
糝	san
散	san
鏾	san
毶	san
毵	san
糣	san
毿	san
鏒	san
扔	reng
陾	reng
辸	reng
仍	reng
芿	reng
礽	reng
髯	ran
蚦	ran
嘫	ran
媣	ran
袡	ran
繎	ran
呥	ran
肰	ran
橪	ran
苒	ran
蚺	ran
衻	ran
袇	ran
髥	ran
冉	ran
姌	ran
染	ran
珃	ran
冄	ran
然	ran
燃	ran
蕘	rao
繞	rao
娆	rao
遶	rao
擾	rao
隢	rao
嬈	rao
饶	rao
荛	rao
襓	rao
橈	rao
扰	rao
饒	rao
桡	rao
绕	rao
鄍	ming
鳴	ming
溟	ming
命	ming
暝	ming
名	ming
铭	ming
明	ming
覭	ming
冥	ming
螟	ming
酩	ming
銘	ming
詺	ming
茗	ming
瞑	ming
蓂	ming
鸣	ming
姳	ming
慏	ming
榠	ming
佲	ming
猽	ming
眳	ming
眀	ming
凕	ming
朙	ming
洺	ming
掵	ming
嫇	ming
列	lie
捩	lie
埒	lie
劣	lie
趔	lie
挘	lie
挒	lie
烈	lie
煭	lie
浖	lie
擸	lie
鬛	lie
鬣	lie
猎	lie
姴	lie
鱲	lie
鮤	lie
儠	lie
